SR-CODE,NAME,Semester,Course,ILO1,ILO2,ILO3,ILO4
22-50066,Ana Castro,1,Mathematics in the Modern World,69.6,73.3,68.2,65.3
22-50066,Ana Castro,1,Readings in Philippine History,66.5,82.5,66.3,73.3
22-50066,Ana Castro,1,Purposive Communication,72.6,70.2,78.2,73.1
22-50066,Ana Castro,1,Differential Calculus,75.9,77.0,67.7,65.6
22-50066,Ana Castro,1,General Chemistry,70.7,77.8,65.2,74.6
22-50066,Ana Castro,1,Computer Programming 1,75.2,74.9,76.2,68.0
22-50066,Ana Castro,2,Engineering Drawing,75.4,74.7,77.1,63.9
22-50066,Ana Castro,2,Contemporary World,75.5,74.1,76.1,66.5
22-50066,Ana Castro,2,Art Appreciation,87.1,73.1,69.5,66.1
22-50066,Ana Castro,2,"Science, Technology and Society",68.4,67.8,67.8,73.9
22-50066,Ana Castro,2,Integral Calculus,74.4,69.5,76.8,75.0
22-50066,Ana Castro,2,Physics 1,82.2,67.3,66.4,76.6
22-50066,Ana Castro,3,Life and Works of Rizal,77.7,72.4,75.3,73.2
22-50066,Ana Castro,3,Ethics,72.9,75.3,76.5,60.2
22-50066,Ana Castro,3,Modern Biology,74.7,65.7,63.5,62.3
22-50066,Ana Castro,3,Computer Engineering as a Discipline,79.1,72.1,67.1,67.4
22-50066,Ana Castro,3,Programming Logic and Design,70.2,77.3,78.5,67.4
22-50066,Ana Castro,3,Discrete Mathematics,73.4,74.6,60.0,68.9
22-50066,Ana Castro,3,Fundamentals of Electrical Engineering,95.8,74.1,71.0,72.4
22-50066,Ana Castro,3,Computer-Aided Design,87.0,80.7,60.0,71.3
22-50066,Ana Castro,4,Engineering Economics,91.7,77.7,64.0,68.8
22-50066,Ana Castro,4,Engineering Data Analysis,66.9,79.8,63.7,66.1
22-50066,Ana Castro,4,Differential Equations,69.5,69.1,78.3,66.3
22-50066,Ana Castro,4,Object Oriented Programming,73.7,67.9,60.5,60.3
22-50066,Ana Castro,4,Advanced Engineering Mathematics for CpE,75.3,78.3,66.0,75.1
22-50066,Ana Castro,4,Cognate/Elective Course 1,72.8,73.3,65.2,73.8
22-50066,Ana Castro,4,Electronic Circuits: Devices and Analysis,89.7,64.3,69.7,75.5
22-50066,Ana Castro,4,Basic Occupational Health and Safety,67.6,77.4,78.3,67.6
22-50066,Ana Castro,4,Numerical Methods,77.9,83.0,81.1,65.3
22-50066,Ana Castro,4,Kontekstwalisadong Komunikasyon sa Filipino,73.1,68.5,76.8,60.0
22-50066,Ana Castro,5,Logic Circuits and Design,75.6,75.5,68.7,69.6
22-50066,Ana Castro,5,Data Structures and Algorithms,92.5,74.0,69.1,73.9
22-50066,Ana Castro,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",78.5,83.4,72.7,66.3
22-50066,Ana Castro,5,Fundamentals of Mixed Signals and Sensors,66.5,65.1,60.7,70.2
22-50066,Ana Castro,5,Feedback and Control Systems,66.4,79.9,69.6,64.2
22-50066,Ana Castro,5,Introduction to HDL,72.1,78.6,66.9,62.0
22-50066,Ana Castro,5,Research Methods,83.4,76.1,69.5,71.0
22-50066,Ana Castro,5,Filipino sa Iba't Ibang Disiplina,76.3,76.3,66.0,79.6
22-50066,Ana Castro,6,Microprocessors,73.7,84.2,70.6,72.7
22-50066,Ana Castro,6,Software Design,81.5,81.6,66.6,74.3
22-50066,Ana Castro,6,Routing and Switching (CISCO 2),88.2,73.2,71.9,64.7
22-50066,Ana Castro,6,Digital Signal Processing,72.5,82.7,63.4,60.0
22-50066,Ana Castro,6,Emerging Technologies in CpE,86.7,78.5,84.4,65.1
22-50066,Ana Castro,6,CpE Practice and Design 1,77.0,70.0,71.8,60.0
22-50066,Ana Castro,6,Cognate/Elective Course 2,81.2,76.7,71.3,65.5
22-50066,Ana Castro,7,Scaling Networks (CISCO 3),71.7,79.1,64.7,70.9
22-50066,Ana Castro,7,Operating Systems,89.5,83.7,62.6,64.6
22-50066,Ana Castro,7,Computer Architecture and Organization,79.7,74.4,63.4,70.2
22-50066,Ana Castro,7,Computer Engineering Drafting and Design,77.1,86.3,70.2,74.9
22-50066,Ana Castro,7,Connecting Networks and Security (CISCO 4),69.5,68.6,76.0,74.3
22-50066,Ana Castro,7,Embedded Systems,71.4,75.0,63.5,66.8
22-50066,Ana Castro,7,Seminars and Fieldtrips,81.3,71.4,69.4,60.4
22-50066,Ana Castro,7,Manufacturing and Quality Control,73.3,85.4,72.2,61.9
22-50066,Ana Castro,7,Cognate/Elective Course 3 (Data Mining / AI Track),75.2,65.2,65.6,76.0
22-50066,Ana Castro,7,ASEAN Literature,75.4,85.3,70.4,66.9
22-50066,Ana Castro,8,Technopreneurship,80.1,60.0,72.2,66.8
22-50066,Ana Castro,8,On-the-Job Training,85.2,79.8,64.1,74.6
22-50066,Ana Castro,8,CpE Practice and Design 2,74.7,68.6,72.1,65.9
22-80435,Rosa Aquino,1,Introduction to Engineering,87.2,77.7,73.8,74.1
22-80435,Rosa Aquino,1,Understanding the Self,84.6,80.4,81.1,72.3
22-80435,Rosa Aquino,1,Mathematics in the Modern World,77.2,81.4,70.4,67.3
22-80435,Rosa Aquino,1,Readings in Philippine History,88.3,85.4,72.5,65.9
22-80435,Rosa Aquino,1,Purposive Communication,86.8,80.5,74.4,66.7
22-80435,Rosa Aquino,1,Differential Calculus,78.2,73.8,66.9,67.9
22-80435,Rosa Aquino,1,General Chemistry,77.8,71.7,76.3,74.8
22-80435,Rosa Aquino,1,Computer Programming 1,85.2,75.3,78.3,70.3
22-80435,Rosa Aquino,2,Engineering Drawing,71.0,80.1,73.8,84.6
22-80435,Rosa Aquino,2,Contemporary World,86.8,79.9,74.0,69.6
22-80435,Rosa Aquino,2,Art Appreciation,72.0,65.2,67.3,68.4
22-80435,Rosa Aquino,2,"Science, Technology and Society",65.4,72.4,71.1,67.4
22-80435,Rosa Aquino,2,Integral Calculus,72.3,71.9,81.2,71.1
22-80435,Rosa Aquino,2,Physics 1,72.9,73.5,70.7,62.5
22-80435,Rosa Aquino,3,Life and Works of Rizal,73.4,81.7,70.0,62.1
22-80435,Rosa Aquino,3,Ethics,77.8,76.4,60.7,68.4
22-80435,Rosa Aquino,3,Modern Biology,81.4,76.7,84.3,74.6
22-80435,Rosa Aquino,3,Computer Engineering as a Discipline,86.7,92.5,77.1,69.6
22-80435,Rosa Aquino,3,Programming Logic and Design,85.2,73.6,74.5,66.0
22-80435,Rosa Aquino,3,Discrete Mathematics,78.6,70.0,66.8,69.6
22-80435,Rosa Aquino,3,Fundamentals of Electrical Engineering,77.6,64.5,64.2,62.1
22-80435,Rosa Aquino,3,Computer-Aided Design,73.1,78.6,74.3,75.4
22-80435,Rosa Aquino,4,Engineering Economics,82.5,82.1,76.2,69.9
22-80435,Rosa Aquino,4,Engineering Data Analysis,82.8,79.5,73.2,74.7
22-80435,Rosa Aquino,4,Differential Equations,62.2,72.2,69.1,74.0
22-80435,Rosa Aquino,4,Object Oriented Programming,88.8,68.3,82.3,62.8
22-80435,Rosa Aquino,4,Advanced Engineering Mathematics for CpE,69.4,72.5,69.0,60.0
22-80435,Rosa Aquino,4,Cognate/Elective Course 1,83.3,81.1,80.1,67.2
22-80435,Rosa Aquino,4,Electronic Circuits: Devices and Analysis,78.2,75.9,83.1,60.0
22-80435,Rosa Aquino,4,Basic Occupational Health and Safety,72.3,75.7,66.0,67.1
22-80435,Rosa Aquino,4,Numerical Methods,75.5,70.0,71.3,70.9
22-80435,Rosa Aquino,4,Kontekstwalisadong Komunikasyon sa Filipino,76.6,73.0,71.6,68.6
22-80435,Rosa Aquino,5,Logic Circuits and Design,68.0,78.8,70.2,76.6
22-80435,Rosa Aquino,5,Data Structures and Algorithms,82.9,84.0,67.7,67.6
22-80435,Rosa Aquino,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",71.9,72.8,81.3,78.8
22-80435,Rosa Aquino,5,Fundamentals of Mixed Signals and Sensors,71.5,73.3,72.5,72.5
22-80435,Rosa Aquino,5,Feedback and Control Systems,65.7,64.3,73.8,60.0
22-80435,Rosa Aquino,5,Introduction to HDL,75.7,77.0,75.4,68.2
22-80435,Rosa Aquino,5,Research Methods,75.8,80.7,74.3,64.8
22-80435,Rosa Aquino,5,Filipino sa Iba't Ibang Disiplina,78.2,78.0,82.9,73.4
22-80435,Rosa Aquino,6,Microprocessors,85.7,72.4,69.8,67.6
22-80435,Rosa Aquino,6,Software Design,78.5,70.9,81.4,75.1
22-80435,Rosa Aquino,6,Routing and Switching (CISCO 2),77.5,80.8,75.2,74.2
22-80435,Rosa Aquino,6,Digital Signal Processing,68.2,73.1,70.6,70.8
22-80435,Rosa Aquino,6,Emerging Technologies in CpE,75.6,62.0,67.3,69.5
22-80435,Rosa Aquino,6,CpE Practice and Design 1,78.4,85.8,76.0,69.1
22-80435,Rosa Aquino,6,Cognate/Elective Course 2,79.2,83.6,70.3,69.0
22-80435,Rosa Aquino,7,Scaling Networks (CISCO 3),72.8,85.5,76.2,65.6
22-80435,Rosa Aquino,7,Operating Systems,78.7,80.0,72.3,66.6
22-80435,Rosa Aquino,7,Computer Architecture and Organization,74.5,78.1,70.8,66.3
22-80435,Rosa Aquino,7,Computer Engineering Drafting and Design,70.4,76.5,71.9,67.1
22-80435,Rosa Aquino,7,Connecting Networks and Security (CISCO 4),80.6,81.5,78.0,73.2
22-80435,Rosa Aquino,7,Embedded Systems,77.0,72.7,66.7,65.5
22-80435,Rosa Aquino,7,Seminars and Fieldtrips,78.1,71.0,73.1,62.9
22-80435,Rosa Aquino,7,Manufacturing and Quality Control,68.5,81.0,70.1,64.0
22-80435,Rosa Aquino,7,Cognate/Elective Course 3 (Data Mining / AI Track),72.8,79.5,82.1,67.4
22-80435,Rosa Aquino,7,ASEAN Literature,76.7,82.1,61.7,80.5
22-80435,Rosa Aquino,8,Technopreneurship,92.7,60.0,72.0,64.3
22-80435,Rosa Aquino,8,On-the-Job Training,76.4,73.2,77.4,68.0
22-80435,Rosa Aquino,8,CpE Practice and Design 2,72.5,74.6,75.6,61.5
22-99698,Camila Bautista,1,Introduction to Engineering,69.9,89.3,70.3,69.3
22-99698,Camila Bautista,1,Understanding the Self,77.4,80.6,84.8,73.7
22-99698,Camila Bautista,1,Mathematics in the Modern World,69.3,67.7,70.5,67.4
22-99698,Camila Bautista,1,Readings in Philippine History,69.4,82.3,67.6,79.1
22-99698,Camila Bautista,1,Purposive Communication,90.7,75.9,76.8,62.8
22-99698,Camila Bautista,1,Differential Calculus,82.1,73.1,66.4,67.3
22-99698,Camila Bautista,1,General Chemistry,75.6,74.1,78.6,64.3
22-99698,Camila Bautista,1,Computer Programming 1,90.8,70.1,84.5,64.7
22-99698,Camila Bautista,2,Engineering Drawing,80.4,75.0,72.7,75.5
22-99698,Camila Bautista,2,Contemporary World,88.7,84.5,71.7,71.3
22-99698,Camila Bautista,2,Art Appreciation,75.0,71.4,67.3,67.5
22-99698,Camila Bautista,2,"Science, Technology and Society",81.2,65.9,73.9,79.3
22-99698,Camila Bautista,2,Integral Calculus,85.1,72.5,64.5,71.7
22-99698,Camila Bautista,2,Physics 1,64.5,82.7,71.6,80.0
22-99698,Camila Bautista,3,Life and Works of Rizal,69.4,82.9,73.6,68.2
22-99698,Camila Bautista,3,Ethics,71.5,80.9,78.2,80.9
22-99698,Camila Bautista,3,Modern Biology,84.4,72.5,66.9,60.8
22-99698,Camila Bautista,3,Computer Engineering as a Discipline,88.6,72.7,83.0,73.3
22-99698,Camila Bautista,3,Programming Logic and Design,82.4,76.2,78.8,70.7
22-99698,Camila Bautista,3,Discrete Mathematics,76.2,80.2,72.0,64.2
22-99698,Camila Bautista,3,Fundamentals of Electrical Engineering,84.0,77.6,77.7,68.0
22-99698,Camila Bautista,3,Computer-Aided Design,73.1,88.4,84.0,76.0
22-99698,Camila Bautista,4,Engineering Economics,77.4,75.5,82.5,68.0
22-99698,Camila Bautista,4,Engineering Data Analysis,74.6,87.3,72.6,79.6
22-99698,Camila Bautista,4,Differential Equations,70.0,79.2,85.3,69.2
22-99698,Camila Bautista,4,Object Oriented Programming,78.9,71.0,81.3,66.2
22-99698,Camila Bautista,4,Advanced Engineering Mathematics for CpE,77.8,68.6,82.3,75.9
22-99698,Camila Bautista,4,Cognate/Elective Course 1,80.2,71.1,84.0,68.6
22-99698,Camila Bautista,4,Electronic Circuits: Devices and Analysis,73.8,67.4,70.9,62.0
22-99698,Camila Bautista,4,Basic Occupational Health and Safety,76.0,81.8,71.9,72.3
22-99698,Camila Bautista,4,Numerical Methods,74.1,76.4,84.4,66.9
22-99698,Camila Bautista,4,Kontekstwalisadong Komunikasyon sa Filipino,82.0,68.0,83.3,67.3
22-99698,Camila Bautista,5,Logic Circuits and Design,86.7,77.2,78.4,74.8
22-99698,Camila Bautista,5,Data Structures and Algorithms,77.7,84.6,70.3,75.5
22-99698,Camila Bautista,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",78.1,80.1,72.0,71.1
22-99698,Camila Bautista,5,Fundamentals of Mixed Signals and Sensors,73.9,79.5,75.0,67.5
22-99698,Camila Bautista,5,Feedback and Control Systems,78.1,76.8,69.2,68.2
22-99698,Camila Bautista,5,Introduction to HDL,74.4,92.1,81.1,72.4
22-99698,Camila Bautista,5,Research Methods,86.8,65.5,60.0,67.8
22-99698,Camila Bautista,5,Filipino sa Iba't Ibang Disiplina,71.5,75.9,75.4,75.7
22-99698,Camila Bautista,6,Microprocessors,73.6,80.4,74.8,72.8
22-99698,Camila Bautista,6,Software Design,77.3,86.3,74.2,81.4
22-99698,Camila Bautista,6,Routing and Switching (CISCO 2),75.7,82.5,74.4,68.8
22-99698,Camila Bautista,6,Digital Signal Processing,82.2,74.3,60.0,60.0
22-99698,Camila Bautista,6,Emerging Technologies in CpE,88.1,85.4,86.1,70.7
22-99698,Camila Bautista,6,CpE Practice and Design 1,72.0,74.8,74.2,64.1
22-99698,Camila Bautista,6,Cognate/Elective Course 2,90.3,91.5,77.7,70.7
22-99698,Camila Bautista,7,Scaling Networks (CISCO 3),72.7,87.3,75.3,69.1
22-99698,Camila Bautista,7,Operating Systems,83.3,74.5,75.7,62.1
22-99698,Camila Bautista,7,Computer Architecture and Organization,86.9,77.3,81.7,69.5
22-99698,Camila Bautista,7,Computer Engineering Drafting and Design,79.6,70.7,79.3,65.5
22-99698,Camila Bautista,7,Connecting Networks and Security (CISCO 4),77.5,78.0,75.5,60.5
22-99698,Camila Bautista,7,Embedded Systems,79.0,82.7,72.5,69.4
22-99698,Camila Bautista,7,Seminars and Fieldtrips,80.7,76.6,68.0,70.0
22-99698,Camila Bautista,7,Manufacturing and Quality Control,86.4,71.7,72.5,62.5
22-99698,Camila Bautista,7,Cognate/Elective Course 3 (Data Mining / AI Track),86.1,77.5,69.7,71.3
22-99698,Camila Bautista,7,ASEAN Literature,72.5,71.1,65.4,63.8
22-99698,Camila Bautista,8,Technopreneurship,87.9,73.0,77.0,65.2
22-99698,Camila Bautista,8,On-the-Job Training,84.3,71.2,74.4,70.5
22-99698,Camila Bautista,8,CpE Practice and Design 2,93.7,81.1,70.6,74.3
22-81559,Mia Castro,1,Introduction to Engineering,91.5,66.6,68.2,67.9
22-81559,Mia Castro,1,Understanding the Self,76.2,74.4,65.4,77.7
22-81559,Mia Castro,1,Mathematics in the Modern World,70.3,75.3,79.6,69.2
22-81559,Mia Castro,1,Readings in Philippine History,72.8,68.3,71.8,64.7
22-81559,Mia Castro,1,Purposive Communication,80.0,67.9,78.1,70.0
22-81559,Mia Castro,1,Differential Calculus,80.0,85.1,70.7,65.0
22-81559,Mia Castro,1,General Chemistry,75.6,75.3,72.8,64.4
22-81559,Mia Castro,1,Computer Programming 1,65.1,71.6,74.0,68.8
22-81559,Mia Castro,2,Engineering Drawing,87.3,89.4,79.0,78.8
22-81559,Mia Castro,2,Contemporary World,83.3,86.6,84.3,75.0
22-81559,Mia Castro,2,Art Appreciation,83.0,75.1,73.0,67.2
22-81559,Mia Castro,2,"Science, Technology and Society",82.4,72.0,72.1,60.0
22-81559,Mia Castro,2,Integral Calculus,89.2,75.1,76.1,78.1
22-81559,Mia Castro,2,Physics 1,80.6,85.1,65.9,83.8
22-81559,Mia Castro,3,Life and Works of Rizal,85.2,77.6,81.8,62.3
22-81559,Mia Castro,3,Ethics,77.0,85.0,62.0,72.6
22-81559,Mia Castro,3,Modern Biology,82.0,88.3,63.8,79.0
22-81559,Mia Castro,3,Computer Engineering as a Discipline,75.4,73.7,65.9,62.7
22-81559,Mia Castro,3,Programming Logic and Design,79.7,68.3,76.3,64.0
22-81559,Mia Castro,3,Discrete Mathematics,71.6,73.3,75.3,67.7
22-81559,Mia Castro,3,Fundamentals of Electrical Engineering,80.3,81.9,81.0,68.6
22-81559,Mia Castro,3,Computer-Aided Design,73.8,78.1,77.3,61.7
22-81559,Mia Castro,4,Engineering Economics,73.4,72.0,72.0,64.7
22-81559,Mia Castro,4,Engineering Data Analysis,83.1,66.8,63.8,67.4
22-81559,Mia Castro,4,Differential Equations,77.8,67.7,69.7,67.0
22-81559,Mia Castro,4,Object Oriented Programming,74.9,75.8,67.9,76.8
22-81559,Mia Castro,4,Advanced Engineering Mathematics for CpE,81.8,71.6,73.9,70.1
22-81559,Mia Castro,4,Cognate/Elective Course 1,84.5,71.3,76.4,68.2
22-81559,Mia Castro,4,Electronic Circuits: Devices and Analysis,89.0,85.4,75.7,68.9
22-81559,Mia Castro,4,Basic Occupational Health and Safety,81.8,75.3,83.3,69.7
22-81559,Mia Castro,4,Numerical Methods,76.4,73.7,66.0,72.7
22-81559,Mia Castro,4,Kontekstwalisadong Komunikasyon sa Filipino,73.8,82.9,65.5,70.0
22-81559,Mia Castro,5,Logic Circuits and Design,87.0,64.8,86.6,67.9
22-81559,Mia Castro,5,Data Structures and Algorithms,78.1,78.4,76.2,69.6
22-81559,Mia Castro,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",83.2,78.0,82.4,71.1
22-81559,Mia Castro,5,Fundamentals of Mixed Signals and Sensors,91.9,83.1,63.6,86.1
22-81559,Mia Castro,5,Feedback and Control Systems,75.4,85.4,73.5,75.7
22-81559,Mia Castro,5,Introduction to HDL,75.9,81.4,73.0,79.9
22-81559,Mia Castro,5,Research Methods,81.4,82.0,60.2,68.8
22-81559,Mia Castro,5,Filipino sa Iba't Ibang Disiplina,81.2,77.7,79.0,67.1
22-81559,Mia Castro,6,Microprocessors,80.4,84.8,60.8,74.0
22-81559,Mia Castro,6,Software Design,75.2,69.5,73.9,75.3
22-81559,Mia Castro,6,Routing and Switching (CISCO 2),83.5,74.1,77.1,73.2
22-81559,Mia Castro,6,Digital Signal Processing,78.3,72.3,69.5,74.4
22-81559,Mia Castro,6,Emerging Technologies in CpE,77.0,68.6,61.7,73.0
22-81559,Mia Castro,6,CpE Practice and Design 1,75.4,78.3,80.6,61.4
22-81559,Mia Castro,6,Cognate/Elective Course 2,77.0,73.9,74.1,75.4
22-81559,Mia Castro,7,Scaling Networks (CISCO 3),69.3,78.3,78.0,66.9
22-81559,Mia Castro,7,Operating Systems,76.4,77.4,73.9,71.5
22-81559,Mia Castro,7,Computer Architecture and Organization,83.4,71.8,80.4,77.5
22-81559,Mia Castro,7,Computer Engineering Drafting and Design,81.2,68.7,73.8,71.6
22-81559,Mia Castro,7,Connecting Networks and Security (CISCO 4),70.4,72.8,63.4,71.6
22-81559,Mia Castro,7,Embedded Systems,81.1,67.8,76.6,70.1
22-81559,Mia Castro,7,Seminars and Fieldtrips,81.8,74.0,68.4,64.6
22-81559,Mia Castro,7,Manufacturing and Quality Control,76.9,77.8,75.4,69.3
22-81559,Mia Castro,7,Cognate/Elective Course 3 (Data Mining / AI Track),74.7,72.8,86.9,63.3
22-81559,Mia Castro,7,ASEAN Literature,75.4,96.1,75.7,61.0
22-81559,Mia Castro,8,Technopreneurship,83.8,70.9,78.7,68.0
22-81559,Mia Castro,8,On-the-Job Training,76.1,86.0,76.6,75.1
22-81559,Mia Castro,8,CpE Practice and Design 2,81.3,73.7,76.9,76.5
22-93822,Alex Bautista,1,Introduction to Engineering,80.2,87.8,78.9,71.1
22-93822,Alex Bautista,1,Understanding the Self,80.9,77.8,66.3,69.3
22-93822,Alex Bautista,1,Mathematics in the Modern World,82.5,76.2,77.5,71.5
22-93822,Alex Bautista,1,Readings in Philippine History,84.0,80.9,74.8,61.6
22-93822,Alex Bautista,1,Purposive Communication,90.1,76.1,73.3,67.8
22-93822,Alex Bautista,1,Differential Calculus,78.2,88.0,83.8,74.1
22-93822,Alex Bautista,1,General Chemistry,80.5,82.4,75.9,70.3
22-93822,Alex Bautista,1,Computer Programming 1,79.2,72.2,73.3,69.1
22-93822,Alex Bautista,2,Engineering Drawing,83.3,73.6,78.4,64.7
22-93822,Alex Bautista,2,Contemporary World,75.9,73.8,67.4,75.9
22-93822,Alex Bautista,2,Art Appreciation,73.5,72.8,81.3,66.4
22-93822,Alex Bautista,2,"Science, Technology and Society",78.2,70.9,78.8,74.9
22-93822,Alex Bautista,2,Integral Calculus,85.6,81.9,75.9,68.3
22-93822,Alex Bautista,2,Physics 1,76.3,86.5,80.1,67.2
22-93822,Alex Bautista,3,Life and Works of Rizal,79.6,75.2,67.0,70.9
22-93822,Alex Bautista,3,Ethics,76.9,71.3,64.9,60.4
22-93822,Alex Bautista,3,Modern Biology,78.9,78.2,70.2,75.3
22-93822,Alex Bautista,3,Computer Engineering as a Discipline,79.0,80.4,72.7,65.1
22-93822,Alex Bautista,3,Programming Logic and Design,77.9,67.3,75.0,62.3
22-93822,Alex Bautista,3,Discrete Mathematics,86.7,76.7,81.8,64.7
22-93822,Alex Bautista,3,Fundamentals of Electrical Engineering,75.7,79.6,81.2,80.2
22-93822,Alex Bautista,3,Computer-Aided Design,80.0,88.4,72.4,76.8
22-93822,Alex Bautista,4,Engineering Economics,73.7,79.5,60.0,63.1
22-93822,Alex Bautista,4,Engineering Data Analysis,83.9,70.8,78.0,76.8
22-93822,Alex Bautista,4,Differential Equations,78.1,72.9,72.6,65.6
22-93822,Alex Bautista,4,Object Oriented Programming,76.6,75.5,69.9,78.0
22-93822,Alex Bautista,4,Advanced Engineering Mathematics for CpE,76.8,87.1,69.2,71.8
22-93822,Alex Bautista,4,Cognate/Elective Course 1,84.3,81.6,69.2,71.2
22-93822,Alex Bautista,4,Electronic Circuits: Devices and Analysis,82.3,74.1,77.8,81.3
22-93822,Alex Bautista,4,Basic Occupational Health and Safety,82.2,80.4,77.8,61.1
22-93822,Alex Bautista,4,Numerical Methods,83.9,72.6,71.9,84.4
22-93822,Alex Bautista,4,Kontekstwalisadong Komunikasyon sa Filipino,77.8,72.5,80.7,64.1
22-93822,Alex Bautista,5,Logic Circuits and Design,77.0,84.8,74.4,60.8
22-93822,Alex Bautista,5,Data Structures and Algorithms,80.4,72.5,81.0,64.3
22-93822,Alex Bautista,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",83.5,85.5,66.7,66.8
22-93822,Alex Bautista,5,Fundamentals of Mixed Signals and Sensors,82.1,72.2,75.8,68.8
22-93822,Alex Bautista,5,Feedback and Control Systems,79.7,79.0,75.9,72.4
22-93822,Alex Bautista,5,Introduction to HDL,76.1,74.0,73.4,69.9
22-93822,Alex Bautista,5,Research Methods,76.7,78.9,62.9,65.4
22-93822,Alex Bautista,5,Filipino sa Iba't Ibang Disiplina,77.7,71.8,83.6,69.9
22-93822,Alex Bautista,6,Microprocessors,80.8,74.4,74.1,62.9
22-93822,Alex Bautista,6,Software Design,76.2,69.2,70.1,60.0
22-93822,Alex Bautista,6,Routing and Switching (CISCO 2),70.4,83.6,76.8,75.8
22-93822,Alex Bautista,6,Digital Signal Processing,89.5,82.8,72.7,65.2
22-93822,Alex Bautista,6,Emerging Technologies in CpE,84.1,75.2,86.7,65.7
22-93822,Alex Bautista,6,CpE Practice and Design 1,91.2,76.0,81.8,80.0
22-93822,Alex Bautista,6,Cognate/Elective Course 2,71.0,71.9,65.6,60.5
22-93822,Alex Bautista,7,Scaling Networks (CISCO 3),81.2,73.7,72.1,71.2
22-93822,Alex Bautista,7,Operating Systems,66.0,82.6,69.7,71.1
22-93822,Alex Bautista,7,Computer Architecture and Organization,83.5,85.6,73.5,60.0
22-93822,Alex Bautista,7,Computer Engineering Drafting and Design,80.1,78.5,67.9,71.0
22-93822,Alex Bautista,7,Connecting Networks and Security (CISCO 4),75.0,66.8,75.8,64.5
22-93822,Alex Bautista,7,Embedded Systems,77.3,74.6,81.6,69.9
22-93822,Alex Bautista,7,Seminars and Fieldtrips,79.8,74.3,76.6,77.9
22-93822,Alex Bautista,7,Manufacturing and Quality Control,83.6,81.5,77.8,61.9
22-93822,Alex Bautista,7,Cognate/Elective Course 3 (Data Mining / AI Track),71.9,73.6,67.4,61.5
22-93822,Alex Bautista,7,ASEAN Literature,68.1,68.9,72.3,69.4
